submission_id,question,response1,sentence_left,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,pic_spec,understand,text,condition,target,age,response,comments,ref_spec,picture1,response3,education,target_size,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,adj_cond,trial_name,utterance
863,NA,redwood,NA,Fri Nov 22 2019 11:20:40 GMT-0800 (Pacific Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none,1,trees,margaret,bonsai,NA,yes,Please label the pictures below.,NA,NA,32,NA,none,NA,warmup/sequoia.png,trees,some_college,NA,English,male,NA,trees,NA,3,1574450440854,1,This is a,1.5,These are both,bonsai,NA,warmup2,NA
863,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:20:40 GMT-0800 (Pacific Standard Time),ref-utility/goldfish-5-6.png,24,NA,NA,NA,none,1,fish,margaret,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/goldfish.png,32,goldfish,none,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,1,1574450440854,NA,NA,1.5,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small goldfish.</b>
863,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:20:40 GMT-0800 (Pacific Standard Time),ref-utility/bonsais-5-6.png,24,NA,NA,NA,none,1,trees,margaret,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/bonsai.png,32,bonsai,none,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,2,1574450440854,NA,NA,1.5,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small bonsai.</b>
863,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 11:20:40 GMT-0800 (Pacific Standard Time),ref-utility/doberman-5-6.png,24,NA,NA,NA,none,1,dogs1,margaret,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/doberman.png,32,doberman,none,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,3,1574450440854,NA,NA,1.5,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big doberman.</b>
856,NA,swordfish,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,None,2,fish,patricia,goldfish,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,English,male,NA,fish,NA,1,1574449709769,1,This is a,1,These are both,goldfish,NA,warmup1,NA
856,NA,redwood tree,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,None,2,trees,patricia,bonsai,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,English,male,NA,trees,NA,2,1574449709769,1,This is a,1,These are both,bonsai tree,NA,warmup1,NA
856,NA,redwood,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,None,2,trees,patricia,bonsai,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,English,male,NA,trees,NA,2,1574449709769,2,This is a,1,These are both,bonsai,NA,warmup1,NA
856,NA,pug,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,None,2,dogs,patricia,great dane,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,3,1574449709769,1,This is a,1,These are both,doberman,NA,warmup1,NA
856,NA,pug,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,None,2,dogs,patricia,great dane,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,3,1574449709769,2,This is a,1,These are both,great dane,NA,warmup1,NA
856,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),ref-utility/bonsais-5-6.png,24,NA,NA,NA,None,2,trees,patricia,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/bonsai.png,23,bonsais,NA,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,1,1574449709769,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small bonsai.</b>
856,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),ref-utility/pugs-5-6.png,24,NA,NA,NA,None,2,dogs2,patricia,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/pug.png,23,pugs,NA,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,2,1574449709769,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small pug.</b>
856,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),ref-utility/goldfish-5-6.png,24,NA,NA,NA,None,2,fish,patricia,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/goldfish.png,23,goldfish,NA,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,3,1574449709769,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small goldfish.</b>
856,NA,dandilion,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,None,2,flowers,patricia,sunflower,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,male,NA,flowers,NA,1,1574449709769,1,This is a,1,These are both,sunflower,NA,warmup2,NA
856,NA,dandelion,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,None,2,flowers,patricia,sunflower,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,male,NA,flowers,NA,1,1574449709769,2,This is a,1,These are both,sunflower,NA,warmup2,NA
856,NA,hummingbird,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,None,2,birds,patricia,eagle,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,English,male,NA,birds,NA,2,1574449709769,1,This is an,1,These are both,eagle,NA,warmup2,NA
856,NA,chihuahua,NA,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,None,2,dogs,patricia,doberman,NA,yes,Please label the pictures below.,NA,NA,23,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,3,1574449709769,1,This is a,1,These are both,doberman,NA,warmup2,NA
856,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),ref-utility/sunflowers-5-6.png,24,NA,NA,NA,None,2,flowers,patricia,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/sunflower.png,23,sunflowers,NA,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,1,1574449709769,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big sunflower.</b>
856,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),ref-utility/eagles-5-6.png,24,NA,NA,NA,None,2,birds,patricia,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/eagle.png,23,eagles,NA,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,2,1574449709769,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big eagle.</b>
856,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 11:08:29 GMT-0800 (Pacific Standard Time),ref-utility/doberman-5-6.png,24,NA,NA,NA,None,2,dogs1,patricia,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/doberman.png,23,dobermans,NA,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,3,1574449709769,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big doberman.</b>
855,NA,dog,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,No,1,dogs,jessica,great dane,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,1,1574449239477,1,This is a,1,These are both,dog,NA,warmup1,NA
855,NA,pug,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,No,1,dogs,jessica,great dane,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,1,1574449239477,2,This is a,1,These are both,great dane,NA,warmup1,NA
855,NA,chihuahua,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,No,1,dogs,jessica,doberman,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,2,1574449239477,1,This is a,1,These are both,rottweiler,NA,warmup1,NA
855,NA,chihuahua,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,No,1,dogs,jessica,doberman,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,2,1574449239477,2,This is a,1,These are both,doberman,NA,warmup1,NA
855,NA,hummingbird,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,No,1,birds,jessica,eagle,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,English,male,NA,birds,NA,3,1574449239477,1,This is an,1,These are both,bald eagle,NA,warmup1,NA
855,NA,hummingbird,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,No,1,birds,jessica,eagle,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,English,male,NA,birds,NA,3,1574449239477,2,This is an,1,These are both,eagle,NA,warmup1,NA
855,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),ref-utility/doberman-5-6.png,24,NA,NA,NA,No,1,dogs1,jessica,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/doberman.png,31,dobermans,NA,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,1,1574449239477,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big doberman.</b>
855,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),ref-utility/eagles-5-6.png,24,NA,NA,NA,No,1,birds,jessica,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/eagle.png,31,birds,NA,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,2,1574449239477,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big eagle.</b>
855,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),ref-utility/great-danes-5-6.png,24,NA,NA,NA,No,1,dogs2,jessica,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/great-dane.png,31,dogs,NA,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,3,1574449239477,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big great dane.</b>
855,NA,flower,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,No,1,flowers,jessica,sunflower,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,male,NA,flowers,NA,1,1574449239477,1,This is a,1,These are both,sunflower,NA,warmup2,NA
855,NA,dandelion,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,No,1,flowers,jessica,sunflower,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,male,NA,flowers,NA,1,1574449239477,2,This is a,1,These are both,sunflower,NA,warmup2,NA
855,NA,tree,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,No,1,trees,jessica,bonsai,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,English,male,NA,trees,NA,2,1574449239477,1,This is a,1,These are both,banzai,NA,warmup2,NA
855,NA,redwood,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,No,1,trees,jessica,bonsai,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,English,male,NA,trees,NA,2,1574449239477,2,This is a,1,These are both,bonsai,NA,warmup2,NA
855,NA,swordfish,NA,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,No,1,fish,jessica,goldfish,NA,yes,Please label the pictures below.,NA,NA,31,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,English,male,NA,fish,NA,3,1574449239477,1,This is a,1,These are both,goldfish,NA,warmup2,NA
855,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),ref-utility/dandelions-5-6.png,24,NA,NA,NA,No,1,flowers,jessica,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/dandelion.png,31,roses,NA,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,1,1574449239477,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small dandelion.</b>
855,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),ref-utility/goldfish-5-6.png,24,NA,NA,NA,No,1,fish,jessica,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/goldfish.png,31,salmon,NA,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,2,1574449239477,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small goldfish.</b>
855,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 14:00:39 GMT-0500 (Eastern Standard Time),ref-utility/bonsais-5-6.png,24,NA,NA,NA,No,1,trees,jessica,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/bonsai.png,31,bonsai,NA,1,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,3,1574449239477,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small bonsai.</b>
